date,series_ticker,event_ticker,market_ticker,strike_type,threshold,floor_strike,cap_strike,last_price,yes_bid,yes_ask,no_bid,no_ask,volume,open_interest,result,settlement_value,expiration_value,status,ticker,mu,sigma,model_prob,market_prob,edge,settlement,direction,entry_price,entry_edge,exit_type,exit_price,fee_per_contract,pnl_per_contract_gross,pnl_per_contract,fee_dollars,pnl_dollars
2025-04-23,KXHIGHAUS,KXHIGHAUS-25APR23,KXHIGHAUS-25APR23-B85.5,between,85.5,85.0,86.0,0.99,0.99,1.0,0.0,0.01,13068.0,0.0,yes,1.0,86.0,finalized,KXHIGHAUS,84.58966572284699,1.3679284,0.23083052109232038,0.99,-0.7591694789076796,1.0,NO,1.0000000000000009,0.7591694789076796,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2025-04-23,KXHIGHAUS,KXHIGHAUS-25APR23,KXHIGHAUS-25APR23-B83.5,between,83.5,83.0,84.0,0.01,0.0,0.01,0.99,1.0,23383.0,0.0,no,0.0,86.0,finalized,KXHIGHAUS,84.58966572284699,1.3679284,0.21061264530391038,0.01,0.20061264530391038,0.0,YES,1.0,0.20061264530391038,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-04-24,KXHIGHAUS,KXHIGHAUS-25APR24,KXHIGHAUS-25APR24-B87.5,between,87.5,87.0,88.0,0.99,0.99,1.0,0.0,0.01,7417.0,0.0,yes,1.0,87.0,finalized,KXHIGHAUS,85.67785005569458,1.1929446,0.10807126809749856,0.99,-0.8819287319025014,1.0,NO,1.0000000000000009,0.8819287319025014,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2025-04-24,KXHIGHAUS,KXHIGHAUS-25APR24,KXHIGHAUS-25APR24-B85.5,between,85.5,85.0,86.0,0.01,0.0,0.01,0.99,1.0,22540.0,0.0,no,0.0,87.0,finalized,KXHIGHAUS,85.67785005569458,1.1929446,0.32149336702842435,0.01,0.31149336702842434,0.0,YES,1.0,0.31149336702842434,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-04-25,KXHIGHAUS,KXHIGHAUS-25APR25,KXHIGHAUS-25APR25-B86.5,between,86.5,86.0,87.0,0.99,0.99,1.0,0.0,0.01,14286.0,0.0,yes,1.0,87.0,finalized,KXHIGHAUS,85.23495973745982,1.0573255,0.187142836427999,0.99,-0.802857163572001,1.0,NO,1.0000000000000009,0.802857163572001,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2025-04-25,KXHIGHAUS,KXHIGHAUS-25APR25,KXHIGHAUS-25APR25-T84,less,84.0,,84.0,0.01,0.0,0.01,0.99,1.0,11962.0,0.0,no,0.0,87.0,finalized,KXHIGHAUS,85.23495973745982,1.0573255,0.1214027006965761,0.01,0.11140270069657611,0.0,YES,1.0,0.11140270069657611,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-04-25,KXHIGHAUS,KXHIGHAUS-25APR25,KXHIGHAUS-25APR25-B84.5,between,84.5,84.0,85.0,0.01,0.0,0.01,0.99,1.0,8608.0,0.0,no,0.0,87.0,finalized,KXHIGHAUS,85.23495973745982,1.0573255,0.2906682922885821,0.01,0.2806682922885821,0.0,YES,1.0,0.2806682922885821,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-04-26,KXHIGHAUS,KXHIGHAUS-25APR26,KXHIGHAUS-25APR26-B86.5,between,86.5,86.0,87.0,0.01,0.0,0.01,0.99,1.0,7643.0,0.0,no,0.0,85.0,finalized,KXHIGHAUS,85.7699870109558,1.0444454,0.2933840544746228,0.01,0.2833840544746228,0.0,YES,1.0,0.2833840544746228,stop_loss,0.0,6.930000000000001,-1.0,-7.930000000000001,17.325000000000003,-19.825000000000003
2025-04-26,KXHIGHAUS,KXHIGHAUS-25APR26,KXHIGHAUS-25APR26-B84.5,between,84.5,84.0,85.0,0.99,0.99,1.0,0.0,0.01,10710.0,0.0,yes,1.0,85.0,finalized,KXHIGHAUS,85.7699870109558,1.0444454,0.18542468541220447,0.99,-0.8045753145877955,1.0,NO,1.0000000000000009,0.8045753145877955,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
2025-04-27,KXHIGHAUS,KXHIGHAUS-25APR27,KXHIGHAUS-25APR27-T87,less,87.0,,87.0,0.99,0.0,1.0,0.0,1.0,10059.0,0.0,yes,1.0,85.0,finalized,KXHIGHAUS,86.18482601642609,1.4319233,0.7154189936519784,0.99,-0.27458100634802163,1.0,NO,1.0000000000000009,0.27458100634802163,stop_loss,0.0,6.930000000000001,-1.0000000000000009,-7.9300000000000015,17.325000000000003,-19.825000000000003
